import time: self [us] | cumulative | imported package
import time:      3038 |       3038 |                                               tensorflow.contrib.layers.ops.gen_sparse_feature_cross_op
import time:      9270 |      12530 |                                             tensorflow.contrib.layers.python.ops.sparse_feature_cross_op
import time:       864 |      26352 |                                           tensorflow.contrib.layers.python.layers.embedding_ops
import time:       292 |        292 |                                             tensorflow.contrib.layers.python.ops.sparse_ops
import time:       457 |        748 |                                           tensorflow.contrib.layers.python.layers.encoders
import time:       915 |        915 |                                               tensorflow.contrib.lookup.lookup_ops
import time:       631 |       1545 |                                             tensorflow.contrib.lookup
import time:       313 |        313 |                                               tensorflow.contrib.layers.python.layers.initializers
import time:       485 |        485 |                                               tensorflow.contrib.layers.python.layers.utils
import time:      5405 |       6203 |                                             tensorflow.contrib.layers.python.layers.layers
import time:       318 |        318 |                                             tensorflow.contrib.layers.python.ops.bucketization_op
import time:      3683 |      11748 |                                           tensorflow.contrib.layers.python.layers.feature_column
import time:       634 |        634 |                                           tensorflow.contrib.layers.python.layers.feature_column_ops
